Name,S1,S2
Normal stress,9741.96571111504,10478.882834004335
Coulomb shear stress,9105.930265057186,10958.821736154874
Dilation,12399.86242035637,9862.537809848276
Faulting,13836.793349716183,12010.938577995998
Fault dilation tendency,9300.949749411599,6700.502587040537
Fault slip tendency,6792.849935219843,4547.74059414293
Fault curvature,8353.563626309573,5928.2992270642935
Temperature,2140.6814764740275,1506.1160586979122
Fault density,18211.02886034425,8817.621267288765
Fault intersection density,14219.786553483733,6728.997137506657
Inverse distance from contacts,8680.474485140498,2135.8582429754224
Inverse distance from faults,17490.630341455086,14931.151962395124
Unit thickness,15920.483571460567,14788.431171625482
Lithology,7381.77078799091,10183.258311393092
