Name,X,Y,S1,S2,S3,S4,S5,Cluster
15-12,327137.93,4.40603467e6,0.0677333412880121,3.167879105441446e-16,2.44686256871008e-16,0.43259217629973956,0.9598092114374618,C
17-31,328813.04,4.40882204e6,3.1045738889178113e-16,0.6106986762173718,0.264190333916095,3.12233470951441e-16,0.3476555479855457,C
18-1,327026.54,4.40703217e6,0.7967570753779742,2.871221032945976e-6,4.1840577700041355e-16,0.7692510694647213,3.5781110713857705e-16,A
18-31,328801.97,4.40871725e6,3.1045738889178113e-16,0.7465212277375718,0.0070285659245031395,0.47730478829600953,0.09526908109344469,D
18A-1,327056.33,4.40703775e6,0.4699773686013586,3.167879105441446e-16,0.2286922164124955,0.6364920480641767,3.5781110713857705e-16,A
18B-31,328791.32,4.40871144e6,3.1045738889178113e-16,0.717085747823084,0.0017545578393085778,0.507351265671941,0.07205847786027329,D
18D-31,328751.91,4.40862911e6,0.21207247766196377,0.6085523347414975,0.0353200575425135,0.4697534364186503,0.09074883526262878,D
22-13,327161.72,4.4051245e6,3.1045738889178113e-16,0.39444000997317713,0.10970364025842293,0.3327624477795666,0.15317936303206103,D
26-12,327300.66,4.40579963e6,4.235904824788012e-9,0.5395612524580473,0.03502137932683209,4.2375400905395925e-14,0.7842908353506832,C
27-1,327256.49,4.40720478e6,3.1045738889178113e-16,3.167879105441446e-16,0.19383878870246285,0.6085897771465291,0.4140779431509349,E
27A-1,327256.49,4.40720478e6,3.1045738889178113e-16,3.167879105441446e-16,0.19383841547821803,0.6085904867467166,0.4140785105345723,E
46-1,327805.01,4.40748476e6,3.1045738889178113e-16,0.5265424645145014,0.30436589207428405,8.477689739656785e-5,0.5475537972783725,C
46A-1,327774.78,4.40740108e6,3.1045738889178113e-16,0.4796364825568971,0.3160434982213219,5.797678545460291e-16,0.589455059558013,C
47A-1,327661.35,4.40729129e6,3.1045738889178113e-16,0.23794551538116634,0.5992111992663701,3.12233470951441e-16,0.3663795438758733,B
