Name,X,Y,S1,S2,S3,S4,S5,Cluster
47C-1,327746.25,4.4073085e6,3.1045738889178113e-16,0.0004286365172576663,0.6277742024618419,3.12233470951441e-16,0.6798593495473682,B
48A-1,327704.9,4.40718065e6,3.1045738889178113e-16,3.167879105441446e-16,0.8095594440447242,3.12233470951441e-16,0.42078948001942834,B
55-1,328014.47,4.40772054e6,0.19472494855172648,0.46026231275290597,0.4814462732373965,0.2521990747937645,0.08139254421962622,B
56-1,327963.43,4.40755491e6,1.1374530345203318e-15,0.589012868301669,0.506580203495196,0.052677823094163814,0.26480837362784804,B
56A-1,327859.51,4.40755578e6,3.1045738889178113e-16,3.167879105441446e-16,0.4936948699708487,0.39536014640587236,0.5738673220638612,B
56B-1,327891.35,4.40745289e6,3.1045738889178113e-16,0.12912335241171755,1.0,3.12233470951441e-16,0.005470166745884606,B
57-1,327931.46,4.40741438e6,3.1045738889178113e-16,0.5949912008187533,0.5401704649445137,6.899716522251035e-11,0.3444992275454985,B
64-1,328156.6,4.40795433e6,1.9000161608139075e-11,0.9640665398289332,1.022335359725474e-8,0.3579731373069672,3.5781110713857705e-16,D
68A-1,328229.72,4.40707921e6,0.6853718946978655,0.5612659498380945,0.18208403549016786,3.12233470951441e-16,0.23860719139030725,A
68B-1,328065.7,4.40706164e6,0.7241628503516387,0.6868089477946989,6.5593807310260986e-15,1.850552188428253e-5,0.5385852310357355,A
77-1,328214.13,4.40718169e6,0.8288855131734918,0.33844531919276255,0.30024631432811394,0.24457814424947633,3.5781110713857705e-16,A
81-1,328567.28,4.40851194e6,3.1045738889178113e-16,0.7304773881834896,0.0007552471618950289,0.06274070422900159,0.680228826629925,C
81-11,326859.34,4.4069495e6,3.1045738889178113e-16,3.167879105441446e-16,0.5598594423106553,3.12233470951441e-16,0.5115239441402765,B
81A-1,328598.76,4.40855648e6,3.1045738889178113e-16,0.7478407447072306,0.0015563203959548086,0.03845582726100455,0.667344027397889,C
81B-1,328528.63,4.40843124e6,0.1584282897153434,0.5453384523744896,8.646909719914346e-5,0.49272972282372585,0.27126105090964925,D
82A-11,326907.12,4.40670723e6,3.1045738889178113e-16,3.167879105441446e-16,2.44686256871008e-16,1.0,3.5781110713857705e-16,E
82A-11-RD1,326907.12,4.40670723e6,3.1045738889178113e-16,3.167879105441446e-16,2.44686256871008e-16,1.0,3.5781110713857705e-16,E
82A-11-RD2,326907.12,4.40670723e6,3.1045738889178113e-16,3.167879105441446e-16,2.44686256871008e-16,1.0,3.5781110713857705e-16,E
82A-11-RD3,326907.12,4.40670723e6,3.1045738889178113e-16,3.167879105441446e-16,2.44686256871008e-16,1.0,3.5781110713857705e-16,E
88-11,326889.0,4.40544507e6,6.218569733119666e-14,0.08226309953094264,0.2235877900711729,0.4613007642919286,0.37730579925201824,E
B1,327745.53,4.40596877e6,3.4646733766595288e-15,3.167879105441446e-16,0.7196698105405241,3.12233470951441e-16,0.3792650117151453,B
B2,327721.65,4.40609786e6,3.1045738889178113e-16,0.09899848523490579,0.9201008277840411,0.0004691147031113802,0.07377414073726131,B
B3,327738.97,4.40619405e6,0.5975320805501902,3.0751250203816393e-9,0.71464625475974,3.12233470951441e-16,0.032470251835917605,A
B4,327778.14,4.40639034e6,0.6226799816860183,0.5189042827579619,0.1057684844543666,3.8898347875301466e-10,0.5744419374729707,A
B5,327713.81,4.40629808e6,0.7089907953554954,0.40586548981387255,2.44686256871008e-16,0.4500586533766067,3.5781110713857705e-16,A
B5A,327754.04,4.40637455e6,0.7459572423954524,0.5039219898044827,0.0021551479190990313,0.0005196627149170894,0.6467303917773394,A
B6,327848.36,4.40636567e6,0.6761330009620171,1.3654360417760695e-11,0.41744766823718976,0.35444193276601926,0.06513209569063161,A
B7,327784.51,4.40629935e6,0.6939402253688386,0.2992270159303845,0.22868728580208,0.28496288763519856,0.07310850739330206,A
B8,327603.56,4.40643766e6,3.1045738889178113e-16,3.167879105441446e-16,0.9756602502236754,3.12233470951441e-16,3.5781110713857705e-16,B
BCH-1,328398.2,4.40887416e6,3.1045738889178113e-16,0.3435848980101004,2.44686256871008e-16,0.31035487939154144,0.6787604826970441,C
BCH-2,327732.14,4.40800628e6,1.4646519347054734e-14,0.17916541582454135,0.3652630176088127,3.12233470951441e-16,0.7332203610868845,C
BCH-3,327126.74,4.40600409e6,0.11404629096772453,3.167879105441446e-16,2.44686256871008e-16,0.39370614012512073,1.0,C
EE-1,327575.0,4.40640489e6,3.1045738889178113e-16,3.167879105441446e-16,0.9724646556044051,3.12233470951441e-16,3.5781110713857705e-16,B
MG-1(SP-1),328194.09,4.4071925e6,1.0,0.4740690629594023,1.802135241333893e-5,0.34773375769961445,3.5781110713857705e-16,A
MG-2(SP-2),328128.08,4.4076273e6,0.06804482196904992,1.0,1.3331599579677526e-13,0.3375488492341658,3.5781110713857705e-16,D
MGI-1,327853.91,4.40678619e6,0.3451030365298957,0.7726362045046633,0.15211791237517222,0.012865626946917754,0.34846483070630285,A
MGI-2,327994.35,4.40709171e6,0.7122004525373165,0.48098456505739007,0.022818456650591488,0.44007366933573605,0.19854234833694717,A
