Name,X,Y,S1,S2,S3,S4,Cluster
15-12,327137.93,4.40603467e6,2.6866415648209604e-16,2.3301026277801176e-16,0.4413391507148995,0.5009235768616339,B
17-31,328813.04,4.40882204e6,0.8493213709496618,2.3301026277801176e-16,0.11204289271745946,2.9673436878231144e-16,C
18-1,327026.54,4.40703217e6,8.315044153773235e-8,0.3963085041716092,1.6594854040737076e-16,0.8648920728575547,D
18-31,328801.97,4.40871725e6,0.7697508001124328,2.3301026277801176e-16,1.6594854040737076e-16,0.4344428710475953,C
18A-1,327056.33,4.40703775e6,0.1707778146107651,0.25350813445745535,1.6594854040737076e-16,0.7699240193722349,D
18B-31,328791.32,4.40871144e6,0.7661911158608351,2.3301026277801176e-16,1.6594854040737076e-16,0.4391132474795675,C
18D-31,328751.91,4.40862911e6,0.5869765450384383,0.17715131745380094,1.6594854040737076e-16,0.4780796878699696,D
22-13,327161.72,4.4051245e6,0.4632425734594561,2.3301026277801176e-16,0.07640515760419095,0.2852501427353877,C
26-12,327300.66,4.40579963e6,0.5336369538461688,1.3799585465215084e-10,0.3472848967725565,2.9673436878231144e-16,C
27-1,327256.49,4.40720478e6,2.6866415648209604e-16,2.3301026277801176e-16,0.3685308516377121,0.5568724102097458,B
27A-1,327256.49,4.40720478e6,2.6866415648209604e-16,2.3301026277801176e-16,0.36853107302994004,0.5568726636405854,B
46-1,327805.01,4.40748476e6,0.7000980588137786,2.3301026277801176e-16,0.30264564691197604,2.9673436878231144e-16,C
46A-1,327774.78,4.40740108e6,0.6416032572432555,2.3301026277801176e-16,0.34582032548012315,2.9673436878231144e-16,C
47A-1,327661.35,4.40729129e6,0.592058263609094,2.3301026277801176e-16,0.34336201556679274,2.9673436878231144e-16,C
47C-1,327746.25,4.4073085e6,0.3648108226423757,2.3301026277801176e-16,0.530887138558025,2.9673436878231144e-16,B
48A-1,327704.9,4.40718065e6,2.6866415648209604e-16,2.3301026277801176e-16,0.8804975284795752,2.9673436878231144e-16,B
55-1,328014.47,4.40772054e6,0.5780648374001853,0.20649431672196264,0.18467246790835182,0.28911613637982714,C
56-1,327963.43,4.40755491e6,0.8280024739346881,2.3301026277801176e-16,0.26391366956908324,0.04133426085868704,C
56A-1,327859.51,4.40755578e6,0.33871286150778046,2.3301026277801176e-16,0.4249202622375453,0.34832035245837695,B
56B-1,327891.35,4.40745289e6,0.3853357508614466,2.3301026277801176e-16,0.657082872093329,2.9673436878231144e-16,B
57-1,327931.46,4.40741438e6,0.8296735817830653,2.3301026277801176e-16,0.32281034239210826,2.9673436878231144e-16,C
