Name,S1,S2,S3,S4,S5
Normal stress,2422.575148735162,2297.1004097130804,5420.246772884579,4475.7078286346505,5227.718160600108
Coulomb shear stress,2174.2039527909715,2488.2576176933844,4949.902033603597,4912.819483953159,5197.132183486304
Dilation,2150.602463164055,5180.942971103978,7102.49578969645,5024.448174403113,2158.315507770051
Faulting,1221.6374103000821,7612.510055074369,7692.0869143337295,6703.600832907904,1856.078414921324
Fault dilation tendency,2117.135815814935,4081.3400994680583,3345.764556866171,1982.0706576620528,4602.5121683557645
Fault slip tendency,1434.7314526404493,3062.9339716140034,2417.3364522479474,1397.4162708974877,3076.040434330774
Fault curvature,1851.600665836903,3607.7884914049355,3088.6376696374055,1751.543312777365,4085.7615547515916
Temperature,448.28351742031714,1038.3421693850426,825.8569689091023,496.6281125807498,818.6886779897764
Fault density,1888.784309013009,9913.532732165873,7920.930038955602,4185.367045920687,2533.7953700980147
Fault intersection density,2011.59668166046,5830.2232287616425,6245.281768742049,1532.8716819022825,5269.402183927605
Inverse distance from contacts,3312.022341582165,2277.8467412594387,3929.581136874625,1092.3535169849902,73.00674391194049
Inverse distance from faults,3372.588810933031,7429.000613878717,8331.029426287674,5927.330229691799,7366.882398402945
Unit thickness,1272.016973741217,7659.357005086842,8575.82372918232,7052.057169137843,5799.844178738627
Lithology,2303.150234327604,3126.891534037101,3066.107233775671,5474.707866075913,2728.9415085038618
