Name,S1,S2,S3
Normal stress,5289.682158078683,4554.483267562966,10512.389260215941
Coulomb shear stress,5803.088819258624,4202.579677950281,10258.094573956418
Dilation,5919.3926342400855,7463.455893701014,8518.051525805382
Faulting,7777.482173806672,8967.30327226829,8511.08440178466
Fault dilation tendency,2918.2825602312155,4763.140523963257,8887.55435752373
Fault slip tendency,2012.640781451581,3537.7751293699403,6156.668674329685
Fault curvature,2559.1169075229086,4291.113075198563,7936.29525877139
Temperature,672.8240003925831,1255.5969988987176,1815.589535917023
Fault density,5075.227002318256,11682.576868487315,9887.431403128196
Fault intersection density,1868.197774987092,7998.239551082678,11391.053321822292
Inverse distance from contacts,1684.096038509771,6583.372223357621,2689.558238971751
Inverse distance from faults,7327.386106945035,9549.313469101871,15920.75080950569
Unit thickness,7893.939172813406,8862.071815456802,14064.185026147941
Lithology,6897.319975209802,5182.52955485765,4825.291035807203
