Name,S1,S2,S3,S4,S5
15-12,0.006498610758052712,1.9353309316879476e-17,1.7974154785111516e-17,0.030607486630895856,0.0627572015379981
17-31,2.978653775236334e-17,0.037309000712628625,0.01940688461731433,2.2091665803134392e-17,0.022731485623123392
18-1,0.07644409685311541,1.7540956241759826e-7,3.0735237421833975e-17,0.05442734084060219,2.3395507665111657e-17
18-31,2.978653775236334e-17,0.04560671588510182,0.000516304158067116,0.03377106828790672,0.006229176435561594
18A-1,0.0450915298958483,1.9353309316879476e-17,0.016799265101821333,0.04503415207004875,2.3395507665111657e-17
18B-31,2.978653775236334e-17,0.04380843404190474,0.0001288862504435159,0.03589696700955193,0.004711549299288213
18D-31,0.02034709138237729,0.037177875726164045,0.0025945395928912264,0.033236782384706946,0.005933619802821054
22-13,2.978653775236334e-17,0.0240972564478598,0.008058606297347467,0.023544166375815696,0.010015644820566083
26-12,4.0640984397039865e-10,0.032963050251150115,0.0025725992986211288,2.9982153810199148e-15,0.0512809185742168
27-1,2.978653775236334e-17,1.9353309316879476e-17,0.014239003187389108,0.04305996383717652,0.02707451920767082
27A-1,2.978653775236334e-17,1.9353309316879476e-17,0.01423897577109515,0.043060014043998195,0.027074556306095024
46-1,2.978653775236334e-17,0.03216770225453774,0.02235809941028173,5.99827712065777e-6,0.03580184853324255
46A-1,2.978653775236334e-17,0.029302106859567696,0.023215912607845494,4.102070686721165e-17,0.038541565896073104
47A-1,2.978653775236334e-17,0.014536644254592855,0.04401683601814979,2.2091665803134392e-17,0.023955755581864562
47C-1,2.978653775236334e-17,2.6186400512407103e-5,0.04611501614125206,2.2091665803134392e-17,0.04445265757883016
48A-1,2.978653775236334e-17,1.9353309316879476e-17,0.05946859027182582,2.2091665803134392e-17,0.027513353578988157
55-1,0.0186826992653244,0.028118493822282497,0.03536606406319746,0.017844011595637123,0.005321857969701643
56-1,1.0913184535636944e-16,0.035984164333430546,0.03721235146237101,0.0037271496213610246,0.01731451654628674
56A-1,2.978653775236334e-17,1.9353309316879476e-17,0.03626582106795454,0.02797318365536527,0.03752236044171324
56B-1,2.978653775236334e-17,0.007888445537470007,0.07345796619295626,2.2091665803134392e-17,0.0003576672872349312
57-1,2.978653775236334e-17,0.03634939455387536,0.03967982375232755,4.8818030649135654e-12,0.022525109360409797
64-1,1.8229523641298065e-12,0.0588970643334038,7.509867629257764e-10,0.02532791533139302,2.3395507665111657e-17
68A-1,0.06575735204338445,0.03428904063160304,0.013375522923313798,2.2091665803134392e-17,0.015601350164238217
68B-1,0.06947911324596331,0.0419587539986602,4.818387679864439e-16,1.3093336974232959e-6,0.03521543811699627
77-1,0.07952662914115907,0.020676410718883122,0.02205548360747431,0.01730480274598917,2.3395507665111657e-17
81-1,2.978653775236334e-17,0.04462656045875618,5.5478920485811196e-5,0.0044391354516119886,0.044476815867224746
81-11,2.978653775236334e-17,1.9353309316879476e-17,0.04112613598606347,2.2091665803134392e-17,0.033446033723562224
81A-1,2.978653775236334e-17,0.045687328241863834,0.00011432413103145664,0.0027208911377899687,0.04363434224585733
81B-1,0.015200250989334278,0.03331599281381391,6.3518440187901285e-6,0.03486243910597809,0.017736425362964152
82A-11,2.978653775236334e-17,1.9353309316879476e-17,1.7974154785111516e-17,0.07075367588175746,2.3395507665111657e-17
82A-11-RD1,2.978653775236334e-17,1.9353309316879476e-17,1.7974154785111516e-17,0.07075367588175746,2.3395507665111657e-17
82A-11-RD2,2.978653775236334e-17,1.9353309316879476e-17,1.7974154785111516e-17,0.07075367588175746,2.3395507665111657e-17
82A-11-RD3,2.978653775236334e-17,1.9353309316879476e-17,1.7974154785111516e-17,0.07075367588175746,2.3395507665111657e-17
88-11,5.966347355509071e-15,0.005025643838026833,0.01642430432420602,0.032638724760718114,0.024670169657625952
B1,3.3241477905185495e-16,1.9353309316879476e-17,0.052865480612777065,2.2091665803134392e-17,0.024798272920169225
B2,2.978653775236334e-17,0.0060480474250505485,0.06758873550147117,3.319158965530947e-5,0.004823728052793971
B3,0.05732964494448095,1.8786653065546158e-10,0.05249646042206379,2.2091665803134392e-17,0.0021230699957592632
B4,0.05974243630773033,0.03170106798841648,0.007769537755329081,2.752201097904929e-11,0.03755993171588587
B5,0.06802344491564347,0.02479526555139829,1.7974154785111516e-17,0.03184330408878866,2.3395507665111657e-17
B5A,0.0715701553813114,0.03078576490975186,0.00015831278298199667,3.6768047299077874e-5,0.0422865180432408
B6,0.06487093520519849,8.341765954236249e-13,0.03066485670069591,0.025078069629830595,0.004258667250887783
B7,0.06657943234856487,0.01828047347299438,0.01679890290920812,0.02016217179007051,0.004780205563720647
B8,2.978653775236334e-17,1.9353309316879476e-17,0.071670017676742,2.2091665803134392e-17,2.3395507665111657e-17
BCH-1,2.978653775236334e-17,0.020990399527482433,1.7974154785111516e-17,0.02195874854479105,0.04438080808252669
BCH-2,1.4052463142497152e-15,0.010945631433294519,0.02683147839904535,2.2091665803134392e-17,0.04794167155739111
BCH-3,0.010942062495446932,1.9353309316879476e-17,1.7974154785111516e-17,0.027856156631070578,0.06538507944095426
EE-1,2.978653775236334e-17,1.9353309316879476e-17,0.07143527579523325,2.2091665803134392e-17,2.3395507665111657e-17
MG-1(SP-1),0.09594404519953718,0.028961980263883864,1.3238118963304018e-6,0.024603441585424105,2.3395507665111657e-17
MG-2(SP-2),0.006528495474592986,0.06109232288453312,9.793121912219816e-15,0.023882821872974382,2.3395507665111657e-17
MGI-1,0.03311058133532185,0.04720214047787905,0.011174272464598484,0.0009102903990178236,0.02278440063811029
MGI-2,0.06833139240937113,0.0293844643509628,0.0016761974172145875,0.031136829764276376,0.012981707218404904
