Name,X,Y,S1,S2,S3,Cluster
15-12,327137.93,4.40603467e6,2.9687505071881036e-16,0.3567313127211095,0.41332420148643695,C
17-31,328813.04,4.40882204e6,0.5049502605879886,2.5885350881617923e-16,0.3229870155539213,A
18-1,327026.54,4.40703217e6,1.3984391708639351e-9,1.0,2.034887611854549e-16,C
18-31,328801.97,4.40871725e6,0.3092532115377959,0.5149785292673632,0.1938303377591151,C
18A-1,327056.33,4.40703775e6,2.9687505071881036e-16,0.9523063938068693,0.003150258974018532,C
18B-31,328791.32,4.40871144e6,0.4512038744483191,0.5285760378025594,0.036014014352351305,C
18D-31,328751.91,4.40862911e6,0.3957918687575403,0.5361703601008552,0.13514129621222387,C
22-13,327161.72,4.4051245e6,0.1387749627212314,0.3335846325496676,0.15357973551538961,C
26-12,327300.66,4.40579963e6,0.3055281928175839,2.5885350881617923e-16,0.45717640322207165,B
27-1,327256.49,4.40720478e6,2.9687505071881036e-16,0.36343342056888867,0.34780844262686456,C
27A-1,327256.49,4.40720478e6,2.9687505071881036e-16,0.3634334425116172,0.3478085479150386,C
46-1,327805.01,4.40748476e6,0.36764429870402476,0.03443711587221423,0.4568943580609535,B
46A-1,327774.78,4.40740108e6,0.33335596799494843,2.5885350881617923e-16,0.5157819721888065,B
47A-1,327661.35,4.40729129e6,0.23107461139808075,2.5885350881617923e-16,0.5456113153264822,B
47C-1,327746.25,4.4073085e6,4.5099920346115524e-8,2.5885350881617923e-16,0.7333947709883883,B
48A-1,327704.9,4.40718065e6,2.9687505071881036e-16,2.5885350881617923e-16,0.8132417143017612,B
55-1,328014.47,4.40772054e6,0.45179981895884636,0.2938407404760513,0.3608147636545754,A
56-1,327963.43,4.40755491e6,0.5076079315897006,0.10252982014646901,0.4139799930343751,B
56A-1,327859.51,4.40755578e6,2.9687505071881036e-16,0.33627506390240647,0.6010380978935473,B
56B-1,327891.35,4.40745289e6,0.00023514950461873193,2.5885350881617923e-16,1.0,B
57-1,327931.46,4.40741438e6,0.5709962707900261,2.611278621401119e-16,0.4929738663137627,B
64-1,328156.6,4.40795433e6,0.7155628290731341,0.2785087266939444,2.034887611854549e-16,A
68A-1,328229.72,4.40707921e6,0.7992611084082307,2.5885350881617923e-16,0.25402443023218235,A
68B-1,328065.7,4.40706164e6,0.7165793013354136,0.11568536803597863,0.308788993043567,A
77-1,328214.13,4.40718169e6,0.49880918326446766,0.4605189695149661,0.20221883296111423,A
81-1,328567.28,4.40851194e6,0.5001188015129231,0.17430486506588289,0.16613392892117396,A
81-11,326859.34,4.4069495e6,2.9687505071881036e-16,2.5885350881617923e-16,0.5780148758815864,B
81A-1,328598.76,4.40855648e6,0.4776184777380305,0.16930344472701092,0.17444680657534936,A
81B-1,328528.63,4.40843124e6,0.38163489303759035,0.5648213859436358,0.04099590354888645,C
82A-11,326907.12,4.40670723e6,2.9687505071881036e-16,0.6936725136649596,2.034887611854549e-16,C
82A-11-RD1,326907.12,4.40670723e6,2.9687505071881036e-16,0.6936725136649596,2.034887611854549e-16,C
82A-11-RD2,326907.12,4.40670723e6,2.9687505071881036e-16,0.6936725136649596,2.034887611854549e-16,C
82A-11-RD3,326907.12,4.40670723e6,2.9687505071881036e-16,0.6936725136649596,2.034887611854549e-16,C
88-11,326889.0,4.40544507e6,1.1590965987935272e-12,0.5497836649243125,0.21738384959866716,C
B1,327745.53,4.40596877e6,2.9687505071881036e-16,2.5885350881617923e-16,0.7055319240004538,B
B2,327721.65,4.40609786e6,4.8493690889933725e-6,2.5885350881617923e-16,0.9226387259336246,B
B3,327738.97,4.40619405e6,0.8421156048196836,1.4623353788841875e-14,0.12783618289580528,A
B4,327778.14,4.40639034e6,0.8692914882776044,0.0806343986411569,0.04761374519254269,A
B5,327713.81,4.40629808e6,0.5093794134153194,0.5125334466835787,2.034887611854549e-16,A
B5A,327754.04,4.40637455e6,0.7205512713966034,0.21325308209770724,0.059741402260705415,A
B6,327848.36,4.40636567e6,0.5211848842966038,0.4538067193764648,0.07390943220595027,A
B7,327784.51,4.40629935e6,0.8857205930512488,0.48890911811997906,2.263692899109788e-10,A
B8,327603.56,4.40643766e6,0.3208830552980764,2.5885350881617923e-16,0.4594246490937491,B
BCH-1,328398.2,4.40887416e6,0.21031478601658357,0.28413181570899093,0.24889070123226661,C
BCH-2,327732.14,4.40800628e6,0.1466989440720417,2.5885350881617923e-16,0.5691667196504706,B
BCH-3,327126.74,4.40600409e6,2.9687505071881036e-16,0.32711436917713627,0.45195003857543387,B
EE-1,327575.0,4.40640489e6,0.27151524400264365,2.5885350881617923e-16,0.48567032045273745,B
MG-1(SP-1),328194.09,4.4071925e6,0.6813996667159623,0.46444530417605784,0.01613456977324164,A
MG-2(SP-2),328128.08,4.4076273e6,0.7833569322886218,0.2620333199394009,2.034887611854549e-16,A
MGI-1,327853.91,4.40678619e6,1.0,0.00020556647096106105,0.05080313484054833,A
MGI-2,327994.35,4.40709171e6,0.8185044264605811,0.5344871031694779,1.2209142021326079e-9,A
