Name,X,Y,S1,S2,S3,S4,S5,Cluster
15-12,327137.93,4.40603467e6,8.75095083844182e-5,4.174862946006972e-16,0.955618570058992,2.4733642235607607e-16,0.4554532529510579,D
17-31,328813.04,4.40882204e6,3.647691902626048e-16,0.6064512794176962,0.0600704345988182,0.3404428274959205,4.214204093881276e-16,B
18-1,327026.54,4.40703217e6,0.669540338309944,4.174862946006972e-16,4.272968530000858e-16,2.4733642235607607e-16,0.8411269883009476,A
18-31,328801.97,4.40871725e6,3.647691902626048e-16,0.7756788815547944,0.003003674882922063,5.9652808941337185e-5,0.5444587204378468,C
18A-1,327056.33,4.40703775e6,0.42898960415216714,4.174862946006972e-16,4.272968530000858e-16,0.1848444110887186,0.6838542089424793,A
18B-31,328791.32,4.40871144e6,3.647691902626048e-16,0.7222657033993716,0.0001895021523273647,8.402331342486297e-7,0.5953608677487754,C
18D-31,328751.91,4.40862911e6,0.2059258483114188,0.6111472097905992,0.020345270227750824,0.010597574996459904,0.5768737730667448,C
22-13,327161.72,4.4051245e6,3.647691902626048e-16,0.3009761561246411,0.14575423272883362,0.08624075388694771,0.3770802241643642,C
26-12,327300.66,4.40579963e6,3.647691902626048e-16,0.48408644142159113,0.7785459535954338,0.01952474448876837,4.214204093881276e-16,D
27-1,327256.49,4.40720478e6,3.647691902626048e-16,4.174862946006972e-16,0.5434121814813382,1.2014089244174949e-5,0.7319135105232994,E
27A-1,327256.49,4.40720478e6,3.647691902626048e-16,4.174862946006972e-16,0.5434124447807102,1.2013958437089533e-5,0.7319135077965109,E
46-1,327805.01,4.40748476e6,3.647691902626048e-16,0.4994039592556002,0.4853929993703764,0.2953662993650594,1.3417024610562076e-5,D
46A-1,327774.78,4.40740108e6,3.647691902626048e-16,0.45155389919152383,0.5710690389786887,0.2919902003711387,4.214204093881276e-16,D
47A-1,327661.35,4.40729129e6,3.647691902626048e-16,0.23998261633854098,0.3831948382203774,0.5089644324768524,4.214204093881276e-16,B
47C-1,327746.25,4.4073085e6,3.647691902626048e-16,0.0002377458091398675,0.6591361742892659,0.5434080564175148,4.214204093881276e-16,B
48A-1,327704.9,4.40718065e6,3.647691902626048e-16,4.174862946006972e-16,0.7216077650021088,0.5856184935962476,4.214204093881276e-16,B
55-1,328014.47,4.40772054e6,0.17576737726251826,0.48855073855700165,0.1304826476548388,0.4343670415469312,0.27171543936292825,B
56-1,327963.43,4.40755491e6,3.647691902626048e-16,0.58504004257725,0.2656282601002961,0.48168270463653534,0.03948180521019317,B
56A-1,327859.51,4.40755578e6,3.647691902626048e-16,4.174862946006972e-16,0.6326999350532618,0.4054050474726328,0.4624377144080752,D
56B-1,327891.35,4.40745289e6,3.647691902626048e-16,0.06485357985411319,0.022213766735677352,1.0,4.214204093881276e-16,B
57-1,327931.46,4.40741438e6,3.647691902626048e-16,0.638929117103582,0.3771130659704359,0.4708089176912564,4.214204093881276e-16,B
64-1,328156.6,4.40795433e6,3.647691902626048e-16,0.9301255548405591,4.272968530000858e-16,2.4733642235607607e-16,0.38720162901283717,C
68A-1,328229.72,4.40707921e6,0.6037949133761265,0.6719469902958947,0.357785843344426,0.03656053452595175,4.214204093881276e-16,A
68B-1,328065.7,4.40706164e6,0.618142129603982,0.6612521454975377,0.6127341734004186,2.4733642235607607e-16,3.7361237204446694e-8,A
77-1,328214.13,4.40718169e6,0.711815333815473,0.34266622499065424,4.272968530000858e-16,0.30322459178602273,0.2951807587105103,A
