Name,X,Y,S1,S2,S3,S4,S5,Cluster
81-1,328567.28,4.40851194e6,3.647691902626048e-16,0.9083380642424475,0.22378183450115335,3.5062106224754946e-8,0.00414738263210319,C
81-11,326859.34,4.4069495e6,3.647691902626048e-16,4.174862946006972e-16,0.5150442834171968,0.435750665066686,4.214204093881276e-16,B
81A-1,328598.76,4.40855648e6,3.647691902626048e-16,0.9294845645789006,0.15237685483564956,5.3648796339084316e-8,0.0001540016551278162,C
81B-1,328528.63,4.40843124e6,0.11962324924742526,0.6307485353470563,0.0465661815148998,1.740881818431835e-10,0.5610063517266826,C
82A-11,326907.12,4.40670723e6,3.647691902626048e-16,4.174862946006972e-16,4.272968530000858e-16,2.4733642235607607e-16,1.0,E
82A-11-RD1,326907.12,4.40670723e6,3.647691902626048e-16,4.174862946006972e-16,4.272968530000858e-16,2.4733642235607607e-16,1.0,E
82A-11-RD2,326907.12,4.40670723e6,3.647691902626048e-16,4.174862946006972e-16,4.272968530000858e-16,2.4733642235607607e-16,1.0,E
82A-11-RD3,326907.12,4.40670723e6,3.647691902626048e-16,4.174862946006972e-16,4.272968530000858e-16,2.4733642235607607e-16,1.0,E
88-11,326889.0,4.40544507e6,3.647691902626048e-16,0.07279143768537845,0.19852828528813407,0.22382973858587837,0.6003188641754073,E
B1,327745.53,4.40596877e6,3.647691902626048e-16,4.174862946006972e-16,0.4342178354261358,0.6462410762088284,4.214204093881276e-16,B
B2,327721.65,4.40609786e6,3.647691902626048e-16,0.02285048910493708,0.001828275783133964,0.9096688326756172,2.1516075756867346e-10,B
B3,327738.97,4.40619405e6,0.5892209137820954,4.174862946006972e-16,0.021727845390234785,0.6285360886425339,4.214204093881276e-16,A
B4,327778.14,4.40639034e6,0.5813531817606321,0.5634186382323497,0.46343009500294663,0.05167577082396527,4.214204093881276e-16,A
B5,327713.81,4.40629808e6,0.634033499451418,0.39110556607078906,4.272968530000858e-16,2.4733642235607607e-16,0.506968671435599,A
B5A,327754.04,4.40637455e6,0.690905269155889,0.5382125943726785,0.5101977576793714,4.760275598569942e-5,4.214204093881276e-16,A
B6,327848.36,4.40636567e6,0.6845916750973255,4.174862946006972e-16,0.2197488627320348,0.2819810961018656,0.4198349360376929,A
B7,327784.51,4.40629935e6,0.6923416896694256,0.3233529209570295,0.3636170047617603,0.07220212068005552,0.31786546318218306,A
B8,327603.56,4.40643766e6,3.647691902626048e-16,4.174862946006972e-16,4.272968530000858e-16,0.870173449839967,4.214204093881276e-16,B
BCH-1,328398.2,4.40887416e6,3.647691902626048e-16,0.33106302979277225,0.5413268540208429,2.4733642235607607e-16,0.3433333123630715,D
BCH-2,327732.14,4.40800628e6,3.647691902626048e-16,0.20272280368283693,0.7980396257166603,0.2457504268062692,4.214204093881276e-16,D
BCH-3,327126.74,4.40600409e6,0.06774084016402408,4.174862946006972e-16,1.0,2.4733642235607607e-16,0.3909478943251932,D
EE-1,327575.0,4.40640489e6,3.647691902626048e-16,4.174862946006972e-16,4.272968530000858e-16,0.8596206098001864,4.214204093881276e-16,B
MG-1(SP-1),328194.09,4.4071925e6,1.0,0.3964592525099641,4.272968530000858e-16,1.1856809415824826e-8,0.36487001852039264,A
MG-2(SP-2),328128.08,4.4076273e6,5.9276405298627795e-5,1.0,4.272968530000858e-16,2.4733642235607607e-16,0.3833486819122074,C
MGI-1,327853.91,4.40678619e6,0.33394448545053573,0.8413529195031795,0.40852035717502994,0.02413403769260407,1.4692686668751485e-5,A
MGI-2,327994.35,4.40709171e6,0.6728678932825745,0.3537870464965078,0.5674009437578657,0.0001634112700410664,0.5083843753660171,A
