LATITUDE_NAD83,LONGITUDE_NAD83,TEMP_C,GEOTHERMOMETER_QUARTZ_C,GEOTHERMOMETER_CHALCEDONY_C,pH_FIELD,TDS_LAB,AL_PPM,B_PPM,BA_PPM,BE_PPM,BR_PPM,CA_PPM,CL_PPM,HCO3_PPM,K_PPM,LI_PPM,MG_PPM,NA_PPM,δO18
40.3722,-111.8866,12.0,,,,,,,,,,,,,,,,,
39.79745,-112.09244,9.0,96.95988223,66.68280183,7.1,,,0.06,,,,60.0,16.0,,4.0,,14.0,22.0,
38.02164000000001,-112.70744,14.0,,,,,,,,,,,,,,,,,
40.77384,-111.74132,33.9,,,9.1,,,,,,,2.8,14.0,,0.8,,1.0,82.0,
40.40633,-111.87486,15.0,,,,,,,,,,,,,,,,,
42.75576,-110.99826000000002,8.5,,,,,,,,,,,,,,,,,
38.84802,-112.42604999999999,14.75,,,,,,,,,,,,,,,,,
40.38967,-111.8816,13.3,,,,,,,,,,,,,,,,,
38.85885,-112.42271999999998,13.833333333333334,,,,,,,,,,,,,,,,,
40.58106,-111.81271,13.8,,,,,,,,,,,17.5,,,,,11.0,
42.75521,-110.99965000000002,8.966666666666667,,,7.6,,,,,,,,,,,,,,
38.03831,-112.70355,16.875,,,8.1,,,,,,,,,,,,,,
38.24192,-112.63466,12.2,,,,,,,,,,,,,,,,,
38.03831,-112.70383,18.0,107.1729259,77.65420145,7.8,,,0.06,,,,47.0,41.0,,6.1,,10.0,17.0,
39.09941,-112.34049,17.333333333333332,,,7.7,,,,,,,,,,,,,,
40.42836,-111.86917,15.0,92.77700792,62.21805734,7.4,,,0.1,,,,47.0,59.0,,2.5,,21.0,57.0,
40.36395,-111.89277,22.7,87.0891229,56.17342712,7.5,1060.0,,,,,,128.0,218.0,255.0,,,44.0,,
40.38051,-111.88688,12.0,45.27805007,12.65775451,7.6,,,0.03,,,,23.0,13.0,,1.2,,11.0,14.0,
40.573,-111.81743,12.5,,,7.9,,,,,,,,,,,,,,-15.75
40.35695,-111.89577,43.3,76.58424231,45.08937459,7.3,1440.0,,,,,,191.0,338.0,320.0,,,52.0,235.0,
38.246359999999996,-112.63465999999995,14.280000000000001,,,7.7,,,,,,,,,,,,,,
39.10663,-112.33910999999995,13.822727272727274,65.75448006333333,33.800820433333335,7.225,,,0.136,,,,187.91666666666666,299.0,,4.026666666666666,,78.85000000000001,93.18333333333334,
40.36245,-111.8941,24.5,88.828897205,58.020509184999995,7.6,,,,,,,129.0,214.0,,,,43.5,156.0,
39.13276,-112.33017,20.0,63.44297926,31.36730133,7.5,457.0,,,,,,76.0,82.0,317.0,4.0,,39.0,29.0,
39.13274000000001,-112.33021999999995,14.52258064516129,62.77753421866668,30.723186133333336,7.457692307692309,,,0.0661818181818182,,,,77.58749999999999,102.5625,,1.8546153846153846,,41.793749999999996,35.00769230769231,
38.84052,-112.43216,14.0,61.52592334,29.37871803,7.6,,,,,,,78.0,40.0,,,,19.0,,
40.37045,-111.89207,12.7,,,,,,,,,,,,,,,,,
39.12052,-112.33522000000002,14.13,59.52869292,27.31051733,7.3,,,0.05,,,,90.5,159.33333333333334,,1.6,,48.5,39.0,
38.03831,-112.70633,17.75,,,8.0,,,,,,,,,,,,,,
40.3777,-111.88957,11.9,,,,,,,,,,,,,,,,,
38.92052,-112.40577,17.0,,,,,,,,,,,,,,,,,
37.95636,-112.73522,15.75,,,,,,,,,,,,,,,,,
39.84078,-112.08328,7.0,72.04496078,40.33152911,7.0,,,0.05,,,,99.0,110.0,,2.5,,38.0,40.0,
38.88552,-112.41827,14.125,49.27169312,16.746470665,7.0,,,0.35,,,,90.0,107.5,,11.0,,23.5,69.0,
38.02914000000001,-112.71105,16.166666666666668,,,7.7,,,,,,,,,,,,,,
40.36301,-111.8966,24.0,84.64484943,53.58519438,7.0,,,,,,,180.0,302.0,,,,51.0,,
38.93469,-112.40161,14.3,,,,,,,,,,,,,,,,,
37.95414,-112.73689,17.5,,,,,,,,,,,,,,,,,
40.2519,-111.93716,16.1,97.96146259,67.75434218,7.8,,,,,,,82.0,355.0,,,,116.0,179.0,
37.99692,-112.72272,23.4,,,,,,,,,,,,,,,,,
40.35078,-111.90188,44.5,73.60251877,41.96193943,7.0,,,0.54,,,0.31,180.0,320.0,,23.0,0.45,49.0,220.0,-16.55
38.92441,-112.40605,15.5,,,,,,,,,,,,,,,,,
37.3147,-112.95133,19.0,47.99372128,15.43603251,7.7,,,,0.023,0.0008,,120.0,15.0,,5.7,,51.0,23.0,
38.27358,-112.63077,18.35,94.90521999,64.48760818,7.949999999999999,,,0.0,,,,37.0,19.0,,2.1,,5.6,32.0,
38.03831,-112.71078,18.357142857142858,,,7.733333333333333,,,,,,,,,,,,,,
38.84051999999998,-112.43688000000004,13.408,67.63004654133333,35.772649184,7.288,,,0.1306,,,0.16,84.62666666666668,70.48235294117646,63.0,2.420714285714286,,27.354666666666667,40.2875,
38.83052,-112.44049,13.0,,,,,,,,,,,,,,,,,
40.35273,-111.90355,12.3,,,7.2,,,,,,,192.0,,,,,53.0,,
37.19609000000001,-112.99216,13.5,84.64484943,53.58519438,7.5,,,,,,,57.0,41.0,,3.6,,12.0,19.0,
37.91914000000001,-112.75161,14.5,,,,,,,,,,,,,,,,,
39.76606,-112.11355,11.5,103.6494415,73.85778758,7.2,,,0.07,,,,62.0,47.0,,6.0,,15.0,22.0,
40.34935,-111.90547,43.0,72.04496078,40.33152911,6.670000076,1436.0,,0.400000006,,,,186.0,329.0,367.0,23.0,0.310000002,48.0,225.0,
40.39867,-111.88779999999998,14.555555555555555,60.48984774666667,28.3377393735,7.279999999999999,,,0.05539999999999999,,,,75.33333333333333,117.33333333333333,,3.7,,33.833333333333336,34.4,
38.919689999999996,-112.41104999999999,16.583333333333332,49.86119533181818,17.352426949999998,7.300000000000001,,,0.777909090909091,,,,115.11818181818181,206.72727272727272,,16.32090909090909,,32.481818181818184,140.1818181818182,
40.34884,-111.90605,43.9,72.04496078,40.33152911,7.5,,,,,,,190.0,350.0,,,,68.0,214.0,
40.34885,-111.90607,42.5,68.66596765,36.807391515,7.075,1428.0,,0.6499999909999999,,,,140.5,384.5,318.0,23.5,0.310000002,48.5,217.5,
39.116629999999994,-112.343,13.75,67.05448711,35.127984401249996,7.4818181818181815,,,0.055,,,,93.875,139.14285714285714,,2.4166666666666665,,44.25,42.5,
38.03831,-112.71299999999998,19.416666666666668,,,7.733333333333333,,,,,,,,,,,,,,
37.99386,-112.72828,15.0,,,,,,,,,,,,,,,,,
41.03744,-111.65632,25.0,61.52592334,29.37871803,7.4,,,0.01,,,,109.0,28.0,,8.4,,31.0,34.0,
39.06218,-112.36272,13.5,,,,,,,,,,,,,,,,,
40.97995,-111.67771,20.0,75.11461457,43.5469018,7.6,,,0.1,,,,16.0,18.0,,1.5,,1.5,80.0,
38.85441,-112.43549,14.25,,,,,,,,,,,,,,,,,
40.35495,-111.90577,35.0,75.11461457,43.5469018,7.2,1570.0,,,,,,192.0,338.0,339.0,,,50.0,246.0,
38.02497,-112.71883,13.5,,,,,,,,,,,,,,,,,
39.06385,-112.36327,15.25,39.26050119,6.524796747999999,7.3,,,0.2,,,,290.0,310.0,,6.6,,110.0,100.0,
37.98081,-112.73411,13.071428571428571,95.369235255,64.98619976,7.55,,,0.07,,,,29.5,44.5,,,,13.95,22.0,
42.88854,-110.95993,6.0,,,8.2,,,,,,,,,,,,,,
40.608839999999994,-111.81438000000001,15.5,42.51389644,9.8371078045,7.771428571428572,,,0.04425,,,,25.474999999999998,10.175,165.0,2.6525,,22.575000000000003,10.225000000000001,-16.35
38.88997,-112.42383,12.8,,,,,,,,,,,,,,,,,
39.13246,-112.33966000000001,14.5,,,8.0,,,,,,,,,,,,,,
38.03997,-112.71439,20.0,108.864444,79.48099549,8.0,,,0.04,,,,31.0,15.0,,5.3,,6.8,15.0,
40.36105,-111.90437,42.0,72.04496078,40.33152911,6.78000021,1446.0,,0.400000006,,,,234.0,325.0,351.0,24.0,0.310000002,49.0,223.0,
38.85191,-112.43744,13.5,,,,,,,,,,,,,,,,,
38.83413,-112.44383,15.5,,,,,,,,,,,,,,,,,
40.35895,-111.90577,47.0,65.28697452,33.28325392,7.1,1510.0,,,,,,179.0,343.0,317.0,,,55.0,229.0,
43.13492,-110.86576,9.0,,,7.9,,,,,,,,,,,,,,
39.76217000000001,-112.11994,10.5,111.3218979,82.13990948,7.1,,,0.17,,,,74.0,48.0,,12.0,,20.0,49.0,
39.15496,-112.33355,17.166666666666668,,,,,,,,,,,,,,,,,
38.24886,-112.6455,10.0,,,7.1,,,,,,,,,,,,,,
39.77745,-112.11494,8.0,97.96146259,67.75434218,6.8,,,0.06,,,,63.0,34.0,,6.8,,16.0,22.0,
40.35995,-111.90677,23.9,84.64484943,53.58519438,7.0,1320.0,,,,,,180.0,302.0,330.0,,,51.0,204.0,
37.92303,-112.75605,16.833333333333332,,,8.1,,,,,,,,,,,,,,
38.84802,-112.44105,13.0,,,,,,,,,,,,,,,,,
42.79882,-110.99743,8.65,37.94419654,5.187511955,7.8,,,,,,,62.0,150.0,184.0,0.8,,18.0,97.0,
40.39147,-111.89597,12.2,,,,,,,,,,,,,,,,,
39.77662,-112.11606,11.0,105.4356194,75.78082993,7.8,,,0.06,,,,62.0,48.0,,7.5,,16.0,17.0,
39.15829,-112.33355000000003,16.25,76.58424231,45.08937459,7.6,,,0.05,,,,40.0,45.0,,1.7,,27.0,32.0,
40.97245,-111.68493,23.0,,,,,,3.9,,,44.0,1100.0,190000.0,,5700.0,51.0,3400.0,110000.0,
37.32443,-112.95661,18.0,,,,,,,,,,,,,,,,,
37.97636,-112.73911,11.0,104.5488447,74.82572351,7.9,,,,,,,18.0,16.0,,30.0,,7.3,,
38.02525,-112.72272,15.5,107.1729259,77.65420145,8.1,,,0.03,,,,30.0,15.0,,4.5,,6.7,14.0,
40.58074000000001,-111.82815,13.0,48.5169815,15.97211098,7.3,,0.008,0.025,0.09,6e-05,0.03,43.1,20.9,140.0,3.01,0.0047,11.1,13.1,
42.80159,-110.99715,7.0,38.27729284,5.525773122,7.8,,,,,,,58.0,95.0,,1.0,,16.0,83.0,
38.92469000000001,-112.41577,15.0,,,,,,,,,,,,,,,,,
37.67914,-112.83939,7.0,70.43860374,38.65237633,,,,0.63,,,,39.0,1.0,,2.1,,7.4,1.7,
38.92469000000001,-112.41605,16.0,,,7.7,,,,,,,,,,,,,,
38.26969,-112.64077,11.0,,,7.1,,,,,,,,,,,,,,
38.84052,-112.44522000000003,25.4375,,,,,,,,,,,,,,,,,
37.34609,-112.9505,15.0,39.26050119,6.524796747999999,7.6,,,,0.054000000000000006,0.0015,,53.0,2.9,,1.8,0.013,24.0,5.8,
38.91052,-112.42133,20.22222222222222,55.222783463333336,22.865379296666664,7.3500000000000005,,,1.2,,,,258.6666666666667,463.3333333333333,,32.0,,75.66666666666667,260.0,
38.91056,-112.42137,20.5,52.96603414,20.54004037,7.199999809,1800.0,,,,,,260.0,410.0,310.0,,,73.0,260.0,
40.60161,-111.82188,11.35,109.53138375,80.238319005,7.8,,,0.72,,,,1734.0,3697.0,109.0,129.2,,116.5,699.5,-16.2
40.39334,-111.8973,13.1,,,,,,,,,,,,,,,,,
40.39331,-111.89741,14.0,,,,,,,,,,,,,,,,,
40.60197,-111.82233,9.5,42.67678054,10.00266181,7.4,,0.006999999999999999,0.019,0.085,6e-05,0.01,51.4,35.5,133.0,2.28,0.0049,11.7,10.2,-15.97
43.1377,-110.86881,9.0,,,7.7,,,,,,,,,,,,,,
40.42606,-111.88605,13.666666666666666,73.60251877,41.96193943,7.3,,,0.2,,,,132.0,270.0,,5.2,,62.0,150.0,
38.83219,-112.44938,12.25,,,,,,,,,,,,,,,,,
37.3297,-112.95716000000002,17.0,45.27805007,12.65775451,7.5,,,,0.025,0.001,,120.0,15.0,,4.9,0.031,49.0,20.0,
41.00189,-111.67688,21.5,125.7511196,97.8708311,7.8,,,,,,,29.0,300.0,,,,15.0,,
39.11024000000001,-112.35355,17.6,68.77971239,36.92079624,7.05,,,0.09,,,,190.0,220.0,,4.0,,73.0,50.0,
38.88858,-112.43049,15.5,,,,,,,,,,,,,,,,,
38.94913,-112.40966,14.5,,,,,,,,,,,,,,,,,
38.95413,-112.40827,18.5,,,,,,0.14,,,,114.0,330.0,,,,52.0,,
38.94719,-112.41077,15.0,,,,,,,,,,,,,,,,,
38.29636,-112.63439,12.666666666666666,,,7.6,,,,,,,,,,,,,,
41.00717,-111.67604,11.1,,,7.6,,,,,,,,8.0,,,,,10.0,
40.42692,-111.88778,13.9,72.04496078,40.33152911,7.7,,,,,,,136.0,225.0,,,,51.0,100.0,
42.11673,-111.26276,39.0,97.96146259,67.75434218,,1634.0,,,,,,227.0,75.0,255.0,44.0,,41.0,151.0,
42.11493,-111.26353,47.5,85.88028798,54.89269595,,,,,,,,210.0,79.0,,61.0,,55.0,180.0,
38.86358,-112.44049,15.0,,,,,,,,,,,,,,,,,
40.58078,-111.83243,11.0,,,7.9,,,,,,,,,,,,,,-15.75
38.88608,-112.43299999999999,12.75,,,,,,,,,,,,,,,,,
37.98136,-112.74188999999998,13.0,,,,,,,,,,,,,,,,,
40.42689,-111.88827,14.5,70.43860374,38.65237633,7.3,,,0.11,,,,95.0,270.0,,4.0,,49.0,110.0,
38.22886,-112.65827,17.2,,,8.3,,,,,,,,,,,,,,
42.81076,-110.99826000000002,8.2,,,7.5,,,,,,,,,,,,,,
40.52384,-111.85382,15.5,84.29138545500001,53.22980812,7.75,,,0.095,0.46,,,57.0,55.0,,3.7,,16.95,42.5,
42.11473,-111.26476,40.0,94.90521999,64.48760818,,1625.0,,,,,,230.0,72.0,263.0,48.0,,41.0,155.0,
40.63061,-111.81528,11.5,39.00062441,6.260656917,7.5,,0.001,0.021,0.078,6e-05,0.04,63.7,60.2,198.0,1.82,0.0031,24.8,13.8,-16.14
38.89552,-112.43077,14.75,,,,,,,,,,,,,,,,,
40.52134,-111.85521,11.0,47.99372128,15.43603251,6.8,,,,,,,62.0,83.0,,3.4,,22.0,66.0,
38.83913,-112.45077,12.375,,,,,,,,,,,,,,,,,
40.63439,-111.81466,12.0,,,,,,,,,,,18.0,,,,,,
38.83969,-112.45133,13.0,,,,,,,,,,,,,,,,,
42.8527,-110.9841,9.0,35.1752049,2.379362079,7.4,,,0.02,,,,83.0,1.0,,0.8,,19.0,2.5,
38.93608,-112.41799999999999,14.833333333333334,,,,,,,,,,,,,,,,,
37.98747,-112.74216,12.166666666666666,,,,,,,,,,,,,,,,,
38.2933,-112.63939,11.8,,,7.6,,,,,,,,,,,,,,
38.26803,-112.648,13.5,80.76403312,49.48729163,7.3,,,,,,,38.0,6.0,,2.5,,6.3,10.0,
38.80441,-112.46438,13.833333333333334,,,,,,,,,,,,,,,,,
38.83302,-112.45466,12.833333333333334,,,,,,,,,,,,,,,,,
40.02662,-112.0355,25.5,,,7.6,,,,,,,228.0,3580.0,,,,74.0,,
40.59523,-111.83077,12.0,45.27805007,12.65775451,7.6,,,,,,,44.0,14.0,167.0,2.4,,9.9,19.0,-16.05
38.964409999999994,-112.40966000000002,14.571428571428571,55.204533520000005,22.847320085,7.2,,,0.04,,,,73.5,24.5,,1.4,,27.5,17.0,
38.26664,-112.64939,14.0,82.08833868,50.88409673,7.4,,,,,,,36.0,7.5,,2.9,,7.3,12.0,
38.92052,-112.42522,19.0,,,,,,,,,,,,,,,,,
42.79215,-111.00938,9.1,,,7.8,,,,,,,,,,,,,,
38.06137,-112.71908,24.0,108.864444,79.48099549,7.699999808999999,,,,,,,35.0,28.0,170.0,5.0,,6.0,28.0,
38.88635,-112.43716,14.375,,,,,,,,,,,,,,,,,
40.98939,-111.68854,13.5,,,,,,,,,,,,,,,,,
38.88996,-112.43688,14.5,,,,,,,,,,,,,,,,,
40.35689,-111.91882,30.0,78.0140994,46.59202499,7.2,,,,,,,158.0,312.0,,,,52.0,,
40.57884,-111.83854,12.0,,,7.7,,,,,,,,,154.0,,,,,-15.85
40.64939,-111.81299,12.0,,,,,,,,,,35.0,14.0,,,,11.0,,
38.89135,-112.43661000000002,14.0,,,,,,,,,,,,,,,,,
40.66578,-111.80716,11.0,30.284537513333333,-2.5527322330000004,7.866666666666667,,,,,,,73.66666666666667,7.7,,4.0,,24.0,20.0,
38.89634999999999,-112.43521999999999,14.785714285714286,53.68941055333334,21.28663475333333,7.533333333333334,,,0.25,,,,68.0,122.0,,10.0,,19.333333333333332,65.0,
38.8933,-112.43633,16.166666666666668,,,,,,,,,,,,,,,,,
40.35895,-111.91877,30.0,78.0140994,46.59202499,,1990.0,,,,,,158.0,312.0,310.0,,,52.0,197.0,
40.69939,-111.79549,49.0,125.7511196,97.8708311,8.1,,,2.7,,,,34.0,1690.0,,71.0,,30.0,1140.0,
37.98525,-112.74661,10.5,,,,,,,,,,,,,,,,,
40.40689,-111.9016,13.5,79.40662514,48.0572667,7.7,,,0.06,,,,61.0,78.0,,4.0,,28.0,31.0,
38.22053,-112.66716,20.06,,,8.1,,,,,,,,,,,,,,
40.69939,-111.79577,15.0,52.96603414,20.54004037,7.5,,,0.06,,,,100.0,72.0,,0.7,,51.0,28.0,
38.87024,-112.44494,14.0,,,,,,,,,,,,,,,,,
38.24191,-112.66022,13.433333333333332,,,7.800000000000001,,,,,,,,,,,,,,
38.31553,-112.63522,12.425,,,7.3,,,,,,,,,,,,,,
38.26858,-112.65133,12.05,78.674137715,47.288333109999996,7.433333333333334,,,,,,,57.5,29.333333333333332,,3.0,,9.4,14.5,
38.88635,-112.43966,15.0,,,,,,,,,,,,,,,,,
40.99189000000001,-111.68938,22.0,,,8.3,,,0.1,,,,39.0,15.0,,2.0,,6.0,36.0,
40.66884,-111.80799,10.75,35.979378165,3.2242078882499996,7.575,,,,0.08199999999999999,0.0005,,76.5,10.675,,2.0,0.01,22.5,8.45,
38.59857,-112.53957,146.0,114.0776655,85.12856083,7.440000057000001,1320.0,,0.200000003,,,,74.40000153,502.0,244.0,56.20000076,1.159999967,19.20000076,355.0,
39.12079,-112.35911000000002,14.3,,,,,,,,,,,,,,,,,
42.82798,-110.99938,50.9,,,,,,,,,,,,,,,,,
41.04272,-111.67188,13.0,59.52869292,27.31051733,8.3,,,,,,,58.0,15.0,,,,19.0,,
38.93246,-112.42550000000001,14.916666666666666,49.651158900000006,17.137368463333335,7.2,,,0.48,,,,127.33333333333333,209.33333333333334,,12.0,,30.333333333333332,110.0,
38.28497,-112.64772,13.200000000000001,,,7.6,,,,,,,,,,,,,,
40.37267,-111.91657,21.0,83.72660838499999,52.662228165,6.9,,,0.49,,,,171.0,301.0,,33.0,,77.5,140.0,
40.51606,-111.86493,13.0,50.54966496,18.05690882,,,,,,,,115.0,130.0,,,,30.0,,
40.37295,-111.91677,21.1,73.60251877,41.96193943,6.9,1380.0,,,,,,182.0,352.0,233.0,,,55.0,213.0,
38.23886,-112.66383,12.679999999999998,,,7.6,,,,,,,233.0,751.0,,,,94.0,146.0,
42.75548,-111.02854,8.5,50.54966496,18.05690882,7.4,,,0.06,,,,94.0,73.0,,4.1,,20.0,33.0,
38.89302,-112.43994,14.5,,,,,,,,,,,,,,,,,
42.83187,-110.99938,55.0,91.68330179,61.05338384,6.6,,,4.1,,,,420.0,1900.0,,150.0,,69.0,1400.0,
40.55437,-111.85162,20.5,77.995433725,46.573320644999995,7.85,,,0.1,,,,28.5,14.5,,2.25,,4.699999999999999,50.0,-14.77
38.93635,-112.42521999999998,15.083333333333334,47.99372128,15.43603251,7.7,,,0.2,,,,93.0,147.5,,7.6,,24.666666666666668,57.0,
38.8383,-112.45938,13.5,,,,,,,,,,,,,,,,,
40.607539999999986,-111.83274000000003,15.788888888888891,67.77120290083333,35.98207011758334,7.877777777777778,,0.0013333333333333333,0.249,0.054000000000000006,6e-05,0.02,27.023076923076925,23.94,108.0,2.3927272727272726,0.0011,4.277692307692307,52.26153846153846,-16.11888888888889
40.60773,-111.83271,14.5,83.59715939,53.070060175,7.6,,,0.11,,,0.09,47.65,51.2,255.0,6.5,,18.4,28.5,
38.59387,-112.54387,33.9,,,7.099999905,316.0,,,,,,34.0,67.0,142.0,6.0,,,59.0,
42.86659,-110.98688,7.5,42.37757363,9.697648691,7.5,,,0.04,,,,73.0,13.0,,17.0,,16.0,12.0,
40.68329,-111.80586,18.0,44.99678348,12.3703786,7.3,,0.004,,0.111,0.001,0.08,85.2,111.0,228.0,2.72,,33.5,33.4,-15.54
40.60384000000001,-111.83493,13.8,42.37757363,9.697648691,7.5,,,,,,,48.0,18.15,,,,10.0,,
40.53356,-111.86048999999998,19.233333333333334,58.48586291000001,26.232558565,7.8,,,,,,,62.0,17.766666666666666,,,,19.666666666666668,,
43.14604,-110.87909,6.5,45.27805007,12.65775451,7.5,,,0.03,,,,45.0,1.3,,1.6,,5.0,21.0,
42.859649999999995,-110.99021000000002,7.8125,45.25494941625,12.635026032625001,7.737499999999999,,,0.022,,,,62.875,8.8125,223.375,1.0625,,23.875,9.2125,
40.38101,-111.91582,18.5,77.87283199,46.44348133,7.3,,0.004,,0.025,0.001,0.32,98.1,246.0,265.0,7.15,,50.5,154.0,-15.91
38.22053,-112.67216,18.939999999999998,,,7.9,,,,,,,,,,,,,,
38.89969,-112.43966,14.5,55.25928335,22.90149772,7.65,,,,,,,61.0,99.0,,,,21.0,76.0,
42.85743,-110.9916,9.0,47.99372128,15.43603251,7.6,,,,,,,66.0,20.0,210.0,1.0,,21.0,18.0,
38.899409999999996,-112.43993999999999,14.055555555555555,58.71509850333334,26.47446628333333,7.599999999999999,,,0.2866666666666667,,,,62.833333333333336,95.0,,9.766666666666666,,20.0,68.33333333333333,
40.62939,-111.82743,13.25,52.96603414,20.54004037,7.5,,,,,,,108.5,27.0,,,,36.5,,
42.90826,-110.97299,8.0,39.26050119,6.524796747999999,8.0,,,,,,,53.0,2.1,207.0,0.7,,18.0,1.0,
40.58495,-111.8441,11.5,52.96603414,20.54004037,8.1,,,,,,,37.0,12.0,,2.4,,7.9,12.0,-15.8
39.12496,-112.36327,15.166666666666666,,,,,,,,,,,,,,,,,
38.83663,-112.46355,13.5,,,,,,,,,,,,,,,,,
38.97441,-112.41605,14.25,,,,,,,,,,,,,,,,,
40.50122,-111.87524,14.0,101.1544613,71.17675683,7.0,,0.003,,0.031,0.001,0.2,132.0,178.0,403.0,14.6,,46.9,140.0,-12.57
38.87747,-112.44993999999998,13.833333333333334,,,,,,,,,,,,,,,,,
41.00772,-111.69077,13.0,,,,,,,,,,48.0,12.0,,,,18.0,,
39.05107,-112.38993999999998,15.5,,,,,,,,,,,,,,,,,
42.99742,-110.94021,4.0,8.601866471000001,-24.23129824,8.3,,,,,,,36.0,0.4,157.0,0.3,,16.0,0.4,
38.90719,-112.43994000000002,16.333333333333332,,,,,,,,,,,,,,,,,
40.62891,-111.82937,11.0,39.58303970000001,6.852709042000001,8.0,,0.001,0.011,0.102,6e-05,0.03,42.1,27.5,139.0,1.62,0.0028,12.9,10.4,-16.3
41.04217,-111.67853999999998,12.0,42.37757363,9.697648691,7.3,,,,,,,39.0,12.0,,,,10.0,,
37.57776,-112.89161,4.5,25.44802461,-7.432229072,7.2,,,,,,,84.0,2.4,,0.8,,7.7,1.3,
40.53689,-111.86327,21.0,59.52869292,27.31051733,8.1,,,,,,,42.0,254.0,,,,22.0,,
41.33105,-111.57326,6.5,23.55101454,-9.336119133,8.2,,,,,,,64.0,2.9,,0.8,,15.0,2.6,
40.52695,-111.86877,25.5,75.11461457,43.5469018,7.6,496.0,,0.1,,,,51.0,107.0,226.0,15.0,,11.0,105.0,
40.43939,-111.90049,14.5,75.11461457,43.5469018,7.8999999999999995,,,,,,,45.0,106.0,,4.0,,14.95,100.0,
38.31275,-112.64716,21.0,,,8.2,,,,,,,,,,,,,,
38.94996,-112.42855,16.5,112.1210143,83.00579796,,,,0.14,,,,56.0,57.0,,,,20.0,,
40.61348,-111.83848,14.65,100.378867505,70.345521605,7.466666666666668,,,0.28,,,,19.333333333333332,40.666666666666664,,4.333333333333333,,6.266666666666667,53.666666666666664,-15.218
38.31386,-112.64716,17.0,,,7.9,,,,,,,,,,,,,,
38.95024,-112.42883,17.5,,,,,,,,,,,,,,,,,
38.26608,-112.66355,17.0,,,7.5,,,,,,,,,,,,,,
37.58164,-112.89383,7.0,23.55101454,-9.336119133,7.3,,,,,,,77.0,1.4,,0.4,,14.0,1.5,
38.31442,-112.64772,17.0,,,7.7,,,,,,,,,,,,,,
40.64411,-111.82827,15.0,103.22716493499999,73.429067685,7.449999999999999,,,,,,,90.0,311.5,,,,53.5,,
40.68189,-111.81466,12.666666666666666,49.86646717,17.452271764499997,6.65,,,0.095,,,2.645,498.3333333333333,60012.4,102.0,1034.8433333333335,24.0,475.60999999999996,40011.53333333333,
39.08968,-112.38133,16.333333333333332,,,7.8,,,,,,,,,,,,,,
40.63800000000002,-111.83132,11.18888888888889,81.6290173057143,50.76354933300001,6.8500000000000005,,,0.09166666666666667,,,,55.6,52.872727272727275,,5.483333333333334,,19.414285714285715,37.166666666666664,
40.52715,-111.87157,24.0,70.43860374,38.65237633,7.150000095,1002.0,,0.5,,,,59.0,400.0,295.0,18.0,0.360000014,11.0,267.0,
40.52717,-111.8716,13.5,97.96146259,67.75434218,7.9,,,,,,,130.0,212.0,,,,34.0,,
40.61492,-111.84036,15.15,,,8.033333333333333,,,,,,,,48.0,,,,,,-16.412
38.27747,-112.66189,11.0,,,7.1,,,,,,,,,,,,,,
40.62024,-111.83863999999998,8.0,78.0140994,46.59202499,6.5,,0.008,,0.012,0.001,0.01,10.0,0.6,59.0,0.7,,2.7,7.3,-14.89
39.09413,-112.38133,14.5,,,,,,,,,,,,,,,,,
40.49965,-111.88267,79.0,90.56867151,59.86759125,7.010000229,1242.0,,0.100000001,,,,195.0,221.0,334.0,17.0,0.129999995,49.0,79.0,
40.75634,-111.78966,32.2,96.95988223,66.68280183,8.6,,,3.0,,,,3.4,150.0,,7.1,,0.6,410.0,
38.95802,-112.42911,17.0,,,,,,,,,,,,,,,,,
42.23021,-111.24159,13.0,76.58424231,45.08937459,8.1,,,,,,,42.0,8.6,,7.5,,31.0,61.0,
38.30219,-112.65494,11.5,,,,,,,,,,,,,,,,,
43.19937,-110.86965,17.0,,,8.5,,,,,,,,,,,,,,
38.96274,-112.42855000000002,16.0,56.24736353,23.925278849999998,7.25,,,0.285,,,,106.5,105.0,,7.75,,42.5,86.5,
40.50078,-111.88382,17.0,59.52869292,27.31051733,7.3,,,,,,,64.0,138.0,,,,43.0,,
38.97941,-112.42299999999999,14.333333333333334,,,,,,,,,,,,,,,,,
40.65075,-111.83002,13.0,38.70626918,5.961544947999999,7.8,,0.004,,0.07400000000000001,0.001,0.04,71.2,34.1,216.0,1.87,,23.8,16.4,-16.44
40.61568,-111.84299,17.833333333333332,94.59684706499999,64.205458945,7.599999999999999,,,5.733333333333333,,,,64.33333333333333,833.3333333333334,,24.666666666666668,,53.03333333333333,754.6666666666666,-15.146
40.61568,-111.84301000000002,15.3,63.44297926,31.36730133,7.683333333333334,,,0.36,,,,22.333333333333332,65.06666666666666,,4.05,,7.566666666666666,74.0,-15.632000000000001
39.04663,-112.4005,16.3,,,,,,,,,,,,,,,,,
39.04718,-112.40050000000001,16.833333333333332,,,,,,,,,,,,,,,,,
40.56545,-111.86153,22.0,69.554523265,37.732088505,7.9,,,,,,,77.0,549.0,,,,36.5,,-16.19
38.96663,-112.42855,14.25,,,,,,0.04,,,,51.0,18.0,,,,25.0,,
39.14079,-112.36827,16.0,,,,,,,,,,,,,,,,,
38.9683,-112.42855,14.0,56.351158125000005,24.02804876,7.3,,,0.04,,,,70.0,26.5,,1.5,,26.0,16.0,
